cycle,cycle_elapsed_seconds,gradient_norm_max,gradient_norm_mean,learning_rate,optimizer_steps_completed,train_contralateral_high_frequency_mae_db,train_erb_mae_db,train_full_sphere_lsd_db,train_high_frequency_first_difference_mae_db_per_bin,train_high_frequency_second_difference_mae_db_per_bin2,train_ild_mae_db,train_ild_spectral_proxy_mae_db,train_lsd_loss_db,train_notch_depth_mae_db,train_residual_mae_db,train_residual_smooth_l1,train_spectral_band_ild_mae_db,train_spectral_band_ild_smooth_l1_db,train_total,validation_contralateral_high_frequency_mae_db,validation_erb_mae_db,validation_full_sphere_lsd_db,validation_high_frequency_first_difference_mae_db_per_bin,validation_high_frequency_second_difference_mae_db_per_bin2,validation_ild_mae_db,validation_ild_spectral_proxy_mae_db,validation_lsd_loss_db,validation_notch_depth_mae_db,validation_residual_mae_db,validation_residual_smooth_l1,validation_spectral_band_ild_mae_db,validation_spectral_band_ild_smooth_l1_db,validation_total,validation_weighted_residual_mae_db
15,5.714173600000009,2.1709225177764893,1.1126538148293128,9.894012231073894e-05,1950,3.548174229035011,0.9955543247553018,0.0,0.7162267827070676,0.6788117255155857,0.11186039765866904,0.6085498635585491,0.0,0.626203766465187,2.5291592093614432,0.23637201946515304,1.4519562519513645,1.235478269136869,0.6971171358456978,3.8257562789050015,1.0589537891474636,3.7709721326828003,0.7195792116902091,0.6836212169040333,0.7055444907058369,0.7400158508257433,3.7709721326828003,0.6244652650573037,2.6612256548621436,0.257790435444225,1.6400552554564043,1.419816705313596,0.8358601656827059,2.6612257473267147
16,6.412064800000024,2.6042416095733643,1.2017776920245244,9.877148934427037e-05,2080,3.602394703718332,0.9979919470273532,0.0,0.7197936988793887,0.6857276318164972,0.10620016825313751,0.6464198676439432,0.0,0.6210823350227797,2.5362111871059123,0.2391505125623483,1.4369708391336293,1.2208203577078305,0.7021086426881643,,,,,,,,,,,,,,,
17,10.863050700000002,2.322798252105713,1.0839685178720033,9.859057841617709e-05,2210,3.544752025604248,0.9940612976367657,0.0,0.7150323854042934,0.6792619237532982,0.10804236138669344,0.6479855480102392,0.0,0.6238517600756425,2.5278608872340276,0.23754665175309547,1.4442050291941717,1.2276968552516057,0.6970283528933159,,,,,,,,,,,,,,,
18,10.792396199999985,2.6511025428771973,1.1904084856693562,9.839743506981782e-05,2340,3.5392507956578183,0.9901969776703761,0.0,0.7045132891489909,0.672025077847334,0.10476425078052741,0.6279437123582914,0.0,0.6069274340684597,2.5064270523878243,0.23428923258414636,1.4198410630226135,1.2035812304570124,0.6903420668381911,,,,,,,,,,,,,,,
19,10.733373999999998,3.2873072624206543,1.2158209200088794,9.819210792799712e-05,2470,3.511817640524644,0.9930949875941644,0.0,0.7002679579533063,0.6641439529565665,0.10673118677849953,0.6157966079620215,0.0,0.6119496868206904,2.5116063576478225,0.23521264298604086,1.431856788121737,1.2154760580796462,0.6905785652307364,,,,,,,,,,,,,,,
20,10.752603499999992,2.3465561866760254,1.1969540701462673,9.797464868072488e-05,2600,3.5749738454818725,0.9777063635679392,0.0,0.7071975001922021,0.6724499340240772,0.10915267759790788,0.6255617843224452,0.0,0.6197984681679652,2.5088514731480527,0.23539781650671593,1.438733304005403,1.2224527611182285,0.6931709372080289,3.7994046861475166,1.0604585300792346,3.737124573100697,0.7073961658911272,0.6749347719279203,0.7039265090768988,0.7367754903706637,3.737124573100697,0.609994961456819,2.645316145636819,0.2545254731720144,1.6426068544387817,1.4224316261031411,0.8294734900647943,2.645316249245958
21,10.653056700000008,2.392792224884033,1.1928853924457843,9.77451120722037e-05,2730,3.4876521862470184,0.980778999053515,0.0,0.6946027194078152,0.66022159411357,0.10677553406701638,0.6352787166833878,0.0,0.6009783325287011,2.4948394564481884,0.23319838792085648,1.4365658173194298,1.2202260595101577,0.6844031322460908,,,,,,,,,,,,,,,
22,10.602423399999992,2.5255918502807617,1.2176087585779336,9.750355588704727e-05,2860,3.52190438417288,0.9923291160510137,0.0,0.7005792842461512,0.6700001938984944,0.10480035480398397,0.6279910619442279,0.0,0.5994673632658445,2.497014767390031,0.23220406300746477,1.452431617333339,1.2354224947782664,0.6873052033094259,,,,,,,,,,,,,,,
23,10.66683519999998,2.1785929203033447,1.1379796949716714,9.725004093573342e-05,2990,3.5389782722179706,0.982748330097932,0.0,0.7082719569022838,0.6799986924116428,0.10739866598294331,0.6119036640112216,0.0,0.6105737236829905,2.5114821947537935,0.2353039331161059,1.4306897530188927,1.214529248384329,0.691376886001,,,,,,,,,,,,,,,
24,10.820566100000008,2.600238561630249,1.2379693597555161,9.698463103929542e-05,3120,3.479137290441073,0.9801933861695803,0.0,0.6866810583151304,0.6538685713823025,0.10888145368259687,0.6266539028057685,0.0,0.5973601765357531,2.4898195046644944,0.23103557779238773,1.4252474904060364,1.2088996923886812,0.6810980258079675,,,,,,,,,,,,,,,
25,10.774099000000035,2.4354515075683594,1.2388789163186,9.670739301325534e-05,3250,3.5606638724987323,0.9969498625168434,0.0,0.7016784113187057,0.6699780317453238,0.11413848913059785,0.6151563724646202,0.0,0.6017257580390343,2.510551319672511,0.23476538623754795,1.419554987320533,1.203473762823985,0.6938651641974083,3.7815387357365,1.0551889701323076,3.7208029248497705,0.695753815499219,0.6661521440202539,0.7044155949896033,0.7381831434640017,3.7208029248497705,0.5987748314033855,2.626567612994801,0.2522951059720733,1.636079495603388,1.4159498323093762,0.8239700956778093,2.626567666183235
26,10.70802150000003,3.473822593688965,1.280564780647938,9.641839665080363e-05,3380,3.491868185997009,0.9907713720431695,0.0,0.6888651616298236,0.6578807807885684,0.10625262432373488,0.6038370925646562,0.0,0.5945516586303711,2.4824056992164025,0.23117211655928538,1.4287606674891251,1.2121283508264102,0.6832043817410103,,,,,,,,,,,,,,,
27,10.786368400000015,2.7795653343200684,1.2790933292645674,9.611771470522908e-05,3510,3.4847980627646815,0.9887494509036724,0.0,0.6941154246146862,0.664026907315621,0.10895759609456246,0.6121083232072684,0.0,0.599574922827574,2.4724686044913073,0.22881753352972178,1.435889210150792,1.2194703042507171,0.6814345740354978,,,,,,,,,,,,,,,
28,10.6485993,2.9469199180603027,1.3001989337114188,9.580542287160348e-05,3640,3.5136031095798197,0.9982543005393102,0.0,0.690449611728008,0.6619212519664031,0.10720361783527411,0.5985290564023531,0.0,0.5895339142817717,2.4842757353415856,0.2304293339069073,1.4336499425081106,1.217085370192161,0.6848192778917459,,,,,,,,,,,,,,,
29,10.573536999999988,2.6507210731506348,1.2319297634638273,9.548159976772592e-05,3770,3.461179681924673,0.9804983340776884,0.0,0.6827618032693863,0.653194353213677,0.10812674700640715,0.6209227048433744,0.0,0.5867168279794547,2.4614465227493874,0.22754202897732073,1.4215624754245464,1.205617599762403,0.6757056914843046,,,,,,,,,,,,,,,
30,10.71329750000001,3.2281484603881836,1.2976868093013763,9.514632691433107e-05,3900,3.5092443502866306,0.9767444917788872,0.0,0.6764585325351128,0.6462003366305278,0.11378909303591801,0.6110567876925835,0.0,0.5832140301282589,2.4724654124333307,0.22902623655704352,1.413794224995833,1.198033564365827,0.67911488367961,3.769501631910151,1.0593580115925183,3.6978960795836016,0.6859531754797156,0.6546709456227042,0.7049585079604929,0.7388177080587908,3.6978960795836016,0.591964150016958,2.6177728176116943,0.25025406208905304,1.6329686424948953,1.4128451564095237,0.8207309110598131,2.6177729188645285
31,10.656425000000013,3.1494994163513184,1.379094490638146,9.479968871456679e-05,4030,3.4942024139257577,1.0005032759446364,0.0,0.6843424100142259,0.6552000850439071,0.1169313186636338,0.6189032740317858,0.0,0.5903647278363888,2.4739131826620837,0.22992978806679065,1.4309210671828343,1.2145859819192153,0.6846725720625657,,,,,,,,,,,,,,,
32,10.727697999999975,3.102895498275757,1.3555578699478736,9.444177243274618e-05,4160,3.4780986382411077,0.983877103145306,0.0,0.6848530005950194,0.6533032378325095,0.11102423834112975,0.6299438398617965,0.0,0.5977367515747364,2.4802168341783375,0.23045642398870908,1.431124013203841,1.2146893611321083,0.6813326881482051,,,,,,,,,,,,,,,
33,10.722720100000004,3.203076124191284,1.321751643373416,9.407266817237911e-05,4290,3.4557891057087824,0.9884617681686695,0.0,0.680644263441746,0.6476399770149818,0.11242915383325174,0.6108911250646297,0.0,0.59563080232877,2.4669763592573313,0.22852251988190872,1.4232098157589252,1.206991554223574,0.6785782724618912,,,,,,,,,,,,,,,
34,10.6622385,3.3085904121398926,1.4013424834379784,9.369246885348926e-05,4420,3.503644877213698,0.9807137901966388,0.0,0.6793666080786631,0.648224815267783,0.10837423408833834,0.6052763303885094,0.0,0.5884198246093897,2.46665543959691,0.22783360802210295,1.4282201207601106,1.2119470032361837,0.6780870373432453,,,,,,,,,,,,,,,
35,10.726439299999981,2.9183146953582764,1.3329951543074388,9.330127018922194e-05,4550,3.4584113432810857,0.9761132542903607,0.0,0.6756351090394533,0.6440284552482458,0.10943190656029261,0.6004861609293864,0.0,0.5849509642674373,2.4492798713537365,0.22510945418706307,1.4393307740871724,1.2230575167215787,0.6720810683873983,3.7629107020118018,1.0556850812651895,3.6918197003277866,0.6786217039281671,0.6457580869848077,0.7045355547558178,0.7369374334812164,3.6918197003277866,0.5877643918449228,2.6092476302927192,0.2493575316938487,1.62927598844875,1.409294605255127,0.8179228603839874,2.6092477311703988
36,10.573058300000014,3.434691905975342,1.3104956099620233,9.289917066174886e-05,4680,3.5054061009333686,0.9905391266712775,0.0,0.6778015553951263,0.6460537032439159,0.10462282365904405,0.608718297114739,0.0,0.5877156794071198,2.484641067798321,0.2301556415282763,1.4451176084004915,1.2286235323319068,0.6814135996194987,,,,,,,,,,,,,,,
37,10.371492699999976,2.4875855445861816,1.32890227666268,9.248627149747573e-05,4810,3.508773842224708,0.995102769594926,0.0,0.6816535025835038,0.6485476695574247,0.10860446986670677,0.6147670216285266,0.0,0.5922539919614792,2.4861248429004963,0.23141184884768265,1.4350859348590557,1.2181778123745552,0.6846018793491216,,,,,,,,,,,,,,,
38,10.716699099999971,3.3230507373809814,1.3777090824567355,9.206267664155907e-05,4940,3.4520511865615844,0.9917191711755899,0.0,0.6681304468558384,0.6370533695587746,0.10887122744551071,0.6383016109466553,0.0,0.571818253168693,2.447958996662727,0.2253102053816502,1.4339634803625254,1.2174810212392073,0.6728050110431818,,,,,,,,,,,,,,,
39,10.832857099999956,2.9203498363494873,1.4000797134179335,9.162849273173857e-05,5070,3.445209525181697,0.9760900997198545,0.0,0.670535784959793,0.6337090407426541,0.11009766310453414,0.5992366107610556,0.0,0.5876083280031498,2.4470797676306506,0.2248816354916646,1.4188526749610901,1.2024974685448866,0.6706497903053578,,,,,,,,,,,,,,,
40,10.676606600000014,3.0801799297332764,1.390231075653663,9.118382907149165e-05,5200,3.4673891177544225,0.9759527238515707,0.0,0.6697179743876824,0.6368943365720602,0.11049998210599789,0.6289199338509486,0.0,0.5792216601280066,2.4594453068879933,0.2272708833217621,1.425825692140139,1.209496859403757,0.6738282724068715,3.7528572407635776,1.055836940353567,3.675378918647766,0.6729714193127372,0.6393491138111461,0.7049035308035937,0.7373006804422899,3.675378918647766,0.5842784372243014,2.600434043190696,0.24780507385730743,1.626099862835624,1.4060837518085132,0.8152014504779469,2.6004340897728437
41,10.633081599999969,2.9835755825042725,1.4467977734712454,9.072879760251679e-05,5330,3.5294706638042745,0.9854210404249338,0.0,0.6692693536098187,0.6313780376544366,0.11227024366649298,0.5976338237524033,0.0,0.5902280608048805,2.481953044121082,0.23086488522016085,1.4238584885230432,1.207830479511848,0.6827976951232323,,,,,,,,,,,,,,,
42,10.601577799999973,3.8190758228302,1.41295148225931,9.026351287655294e-05,5460,3.4982859959969153,0.9914978485841017,0.0,0.6779229207680776,0.6457848872129733,0.10891479878471448,0.6176977744469276,0.0,0.5816769590744606,2.4666826862555284,0.2282883691099974,1.4332124324945303,1.2165196349987617,0.6794912390984021,,,,,,,,,,,,,,,
43,10.63206630000002,2.952833414077759,1.47971821977542,8.978809202654162e-05,5590,3.551368570327759,0.9811337186739995,0.0,0.668775184567158,0.6318749682261393,0.10824710660828994,0.613328847518334,0.0,0.5861163455706376,2.4656099346967846,0.2282670389001186,1.4376892887628996,1.2209241793705867,0.679915753694681,,,,,,,,,,,,,,,
44,10.728349999999978,3.1314167976379395,1.5328554194707138,8.930265473713938e-05,5720,3.4354856747847338,0.9795069300211393,0.0,0.6596649958537175,0.6255918858142999,0.11474765914563949,0.6195299218480403,0.0,0.5699311304550905,2.4222331753143895,0.22147612113219042,1.4263042372006636,1.2100427049856919,0.666169944176307,,,,,,,,,,,,,,,
45,10.666532800000027,3.813894510269165,1.4685559671658737,8.880732321458784e-05,5850,3.500265255341163,0.9905322900185218,0.0,0.6737109599205163,0.6403067061534294,0.11438707838264796,0.6468986224669676,0.0,0.5881153005820055,2.4622770245258625,0.2279907077550888,1.4628804078468909,1.2459461015004378,0.6803008957551075,3.742774865844033,1.0556277280504054,3.6664979457855225,0.6667587567459453,0.6307924091815948,0.7038389634002339,0.7370269488204609,3.6664979457855225,0.5816898806528612,2.594082832336426,0.2468638928099112,1.6304890296675942,1.4104215123436668,0.8128518137064847,2.594082880787689
46,10.653129899999954,3.272857904434204,1.521570136455389,8.83022221559489e-05,5980,3.475103264588576,0.9687216511139503,0.0,0.6723675026343419,0.6369299310904283,0.110743976269777,0.6076020034459921,0.0,0.58781765630612,2.444888121348161,0.22495899154589727,1.4077737280955682,1.191789436340332,0.6713215550551048,,,,,,,,,,,,,,,
47,10.671610500000043,2.84604811668396,1.4452050034816448,8.778747871771292e-05,6110,3.5271558834956243,0.9965080550083747,0.0,0.6756208612368657,0.637749623793822,0.11222309687962899,0.6613481854016964,0.0,0.5934796860584846,2.4762367725372316,0.2288998712713902,1.434722275000352,1.2187206538823934,0.6832438377233652,,,,,,,,,,,,,,,
48,10.57615659999999,4.4679718017578125,1.5188198424302615,8.726322248378774e-05,6240,3.452571307695829,0.9765897136468153,0.0,0.671483996281257,0.6344755454705312,0.11276332710224848,0.6083255219918031,0.0,0.5902756296671354,2.448558665238894,0.22567756817891046,1.4418786553236154,1.2254634517889755,0.6727809484188373,,,,,,,,,,,,,,,
49,10.62101210000003,3.0217223167419434,1.4394212718193347,8.672958543287667e-05,6370,3.4983365572415863,0.9879490288404318,0.0,0.6684223984296506,0.6351717323064804,0.112045388468183,0.6491447542722408,0.0,0.5769564468127031,2.466457962989807,0.22799752767269427,1.4434266154582684,1.2268601376276749,0.6781413873800864,,,,,,,,,,,,,,,
50,10.769492799999966,3.6148080825805664,1.4371919178045713,8.618670190525352e-05,6500,3.4686456221800586,0.9803459758941944,0.0,0.6609939607290122,0.6240877334888165,0.11064238823377169,0.617067001416133,0.0,0.5770827914659794,2.4488554349312417,0.22621736257122113,1.4124750531636752,1.196275353890199,0.6724286308655372,3.7429393529891968,1.057002224705436,3.6635183204304087,0.6625369678844105,0.624165575612675,0.704138613559983,0.7363361147317019,3.6635183204304087,0.5800329419699582,2.5938606045462866,0.24664491753686557,1.6297247193076394,1.4096742868423462,0.8123690269210122,2.5938607298283207
51,10.420500000000061,3.0266075134277344,1.5256748864283929,8.563470856894316e-05,6630,3.4715381402235765,0.9844173353451949,0.0,0.665490889778504,0.6269813881470607,0.11099021082314162,0.610764734676251,0.0,0.5815032633451315,2.450315988980807,0.22553483706254226,1.4340803435215583,1.2177380080406481,0.6733846682768602,,,,,,,,,,,,,,,
52,10.657554699999991,2.882141351699829,1.5203619246299451,8.507374438531607e-05,6760,3.4814953033740705,0.9636989616430722,0.0,0.6638180448458745,0.626010088966443,0.10965370644743626,0.6135510370135308,0.0,0.5864381638857035,2.444039083444155,0.22577678824846562,1.4337075705711657,1.217577909047787,0.6709329339174124,,,,,,,,,,,,,,,
53,10.586576800000103,3.359238386154175,1.5074244315807637,8.450395057410561e-05,6890,3.4128009264285746,0.9742280808778909,0.0,0.6658507088055977,0.6291805051840269,0.10808801745566038,0.6269681341373003,0.0,0.5864984766795085,2.449626178924854,0.22615079180552408,1.430881130695343,1.2145130505928627,0.6693389525780311,,,,,,,,,,,,,,,
54,10.749390999999946,2.807424783706665,1.477325433951158,8.392547057785661e-05,7020,3.5045509833555957,0.9793243087255038,0.0,0.6647129746583792,0.6276699272485879,0.11230312210436051,0.6431682167144922,0.0,0.5797168211295054,2.4574572544831494,0.2269421337888791,1.4272801435910738,1.2112476115043347,0.6757073549123911,,,,,,,,,,,,,,,
55,10.625033299999927,4.062099933624268,1.5334248524445755,8.333845002581458e-05,7150,3.4145954737296473,0.973143305686804,0.0,0.6643588111950801,0.6260300267201203,0.10918596991552756,0.6086162274846664,0.0,0.578601969893162,2.427053317656884,0.2215624498633238,1.414935929958637,1.1988501287423647,0.6640252796503213,3.7399379448457197,1.0569722462784161,3.656044689091769,0.6592920476740057,0.6191033775156195,0.7039630927822806,0.7363132996992632,3.656044689091769,0.5791892937638543,2.588914849541404,0.2459281412037936,1.627914092757485,1.4079401764002712,0.8110753677108071,2.588914957808755
56,11.916860799999995,2.5421552658081055,1.3947206928179814,8.274303669726426e-05,7280,3.4447449940901538,0.9732567791755383,0.0,0.6651193923675097,0.6274606856016013,0.10625807714576904,0.6145071442310627,0.0,0.5799499064683914,2.4331838470238907,0.2238391638948367,1.4139478692641625,1.1978601964620443,0.6675698268872041,,,,,,,,,,,,,,,
57,11.938775899999996,3.283909559249878,1.5603725167421194,8.213938048432697e-05,7410,3.465733946286715,0.9700749103839581,0.0,0.646101135473985,0.6041330791436709,0.10784685912613685,0.5982387190827957,0.0,0.5776998088910029,2.4257942254726705,0.22242979063437535,1.4164265137452345,1.2005741362388318,0.665188883130367,,,,,,,,,,,,,,,
58,10.994293500000026,3.3929555416107178,1.5681344366990604,8.152763335422613e-05,7540,3.4283720401617197,0.9748930752277374,0.0,0.6592299493459555,0.6198112639097068,0.10832141190767289,0.6334033149939317,0.0,0.5764812244818761,2.429006701249343,0.2227810263633728,1.4236214243448697,1.2072425654301278,0.6655874288999117,,,,,,,,,,,,,,,
59,10.74812810000003,3.5983006954193115,1.5172713238459368,8.090794931103026e-05,7670,3.4084714376009426,0.9667433857917785,0.0,0.6472534541900341,0.6061237846429531,0.10252160137662521,0.6043978506555924,0.0,0.571806953045038,2.422659862041473,0.2215165566939574,1.4351010762728178,1.2187883129486672,0.659955639564074,,,,,,,,,,,,,,,
60,10.49084199999993,3.6567699909210205,1.5356982515408442,8.028048435688333e-05,7800,3.463625753842867,0.9755591007379385,0.0,0.6570713210564393,0.6151586525715315,0.10227377300079052,0.6553458394912574,0.0,0.5810528227916131,2.424011261646564,0.22181194229767873,1.409298847271846,1.1936578296698057,0.6654856640558976,3.7345168482173574,1.0539354654875668,3.659908316352151,0.6553376046094027,0.6130182688886469,0.7024838138710369,0.7384323098442771,3.659908316352151,0.5778380456295881,2.5863255804235283,0.24594816971908917,1.6265956922010942,1.4065535556186328,0.809636498039419,2.5863256684325955
61,10.95174140000006,3.053757905960083,1.587279556806271,7.964539645273204e-05,7930,3.5113871592741748,0.9822310819075658,0.0,0.6627236283742465,0.6240364386485173,0.11371913357422903,0.6378676634568434,0.0,0.5801975974669823,2.458297756085029,0.22755246884547747,1.437779256930718,1.2215300142765044,0.6772537125990941,,,,,,,,,,,,,,,
62,10.802199300000098,3.7610037326812744,1.539728544308589,7.900284547855991e-05,8060,3.4173713005506077,0.9800337782272925,0.0,0.6439609220394722,0.5970785523836429,0.10765934804311166,0.616022259913958,0.0,0.5808483330103067,2.43179381443904,0.22265306332936655,1.4440618698413556,1.2277049408509182,0.6645812417452152,,,,,,,,,,,,,,,
63,10.773063499999921,3.040087938308716,1.564588794341454,7.835299319313853e-05,8190,3.389439157339243,0.9669832399258247,0.0,0.6488602998164984,0.606500555231021,0.10531161562181436,0.6288589878724171,0.0,0.5717112976771135,2.411460846204024,0.21980965171868985,1.4151715058546799,1.1990503783409412,0.6576250731945038,,,,,,,,,,,,,,,
64,10.693223999999987,3.258838653564453,1.5682657489409813,7.769600319330552e-05,8320,3.5433366298675537,0.9823034391953395,0.0,0.6714129778055045,0.6278462247206614,0.11054491148545192,0.5985188050911977,0.0,0.5913483968147865,2.472732243171105,0.2304116218135907,1.4253785335100615,1.2092232649142927,0.6823948786808894,,,,,,,,,,,,,,,
65,10.851424700000052,3.4812769889831543,1.610338750252357,7.703204087277988e-05,8450,3.4689021128874558,0.9837445135299976,0.0,0.654466962814331,0.6111028173795113,0.10620842126126473,0.6354030691660367,0.0,0.5781727247513258,2.439993018370408,0.22400322097998399,1.4413023902819706,1.2254118566329664,0.669700454060848,3.73452843319286,1.0525074221871116,3.659383524547924,0.652331907640804,0.6081991276957772,0.7039145420898091,0.7375051243738695,3.659383524547924,0.5769592645493421,2.584604328328913,0.24582793224941601,1.625398879701441,1.4053594632582231,0.8091488561846993,2.5846044149774774
66,10.748440600000094,3.366974353790283,1.5228890767464272,7.636127338052512e-05,8580,3.373310039593623,0.9701767357496115,0.0,0.6389694223037132,0.5938654778095392,0.10958773212937209,0.633767828803796,0.0,0.5691561843340214,2.4101530716969415,0.21993958548857614,1.4328114225314215,1.2162933317514566,0.6572011496012028,,,,,,,,,,,,,,,
67,10.758528100000035,3.9683408737182617,1.567523172726998,7.568386957867033e-05,8710,3.418873803432171,0.9927174329757691,0.0,0.6661841933543865,0.6263902003948505,0.10459769365306083,0.6162018342660024,0.0,0.5837205366446422,2.4484105256887583,0.2262172351662929,1.4159774037507864,1.1996646289642041,0.671630408672186,,,,,,,,,,,,,,,
