EvidenceTier,Split,Endpoint,Unit,Candidate,CandidateLabel,Baseline,BaselineLabel,SubjectCount,MeanDifference,Bootstrap95Lower,Bootstrap95Upper,Wins,Ties,Losses,DifferenceDefinition,BootstrapReplicates,BootstrapSeed
Primary validation,val,FullSphereERB,dB,BOUNDED,Bounded E25,SHOnly,SH only,44,-1.8693068727385536,-1.9130264154513488,-1.8251177605242306,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260830
Secondary validation,val,FullSphereLSD,dB,BOUNDED,Bounded E25,SHOnly,SH only,44,-4.248378229962523,-4.353052345483753,-4.147193286613597,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260830
Secondary validation,val,HFFirstDifferenceMAE,dB/bin,BOUNDED,Bounded E25,SHOnly,SH only,44,-0.19063238596374338,-0.1957322687757286,-0.18554513840512796,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260831
Secondary validation,val,HFSecondDifferenceMAE,dB/bin^2,BOUNDED,Bounded E25,SHOnly,SH only,44,-0.06376069377769124,-0.06724780662493272,-0.06040688419545239,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260832
Secondary validation,val,MultiScaleNotchDepthMAE,dB,BOUNDED,Bounded E25,SHOnly,SH only,44,-0.3621393916281787,-0.37259130740368906,-0.35180527779527687,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260833
Secondary validation,val,ERBBandILDMean,dB,BOUNDED,Bounded E25,SHOnly,SH only,44,-3.1161306419155816,-3.222846361317418,-3.007077434117144,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260834
Secondary validation,val,SpatialLSD_0_10deg,dB,BOUNDED,Bounded E25,SHOnly,SH only,44,-4.193371109711119,-4.312304096859472,-4.078789691273572,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260835
Secondary validation,val,SpatialLSD_10_20deg,dB,BOUNDED,Bounded E25,SHOnly,SH only,44,-4.239866730648678,-4.345601064514086,-4.1384704334202675,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260836
Secondary validation,val,SpatialLSD_20_30deg,dB,BOUNDED,Bounded E25,SHOnly,SH only,44,-4.318583973839521,-4.422068479867236,-4.218617075799932,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260837
Secondary validation,val,SpatialLSD_30_180deg,dB,BOUNDED,Bounded E25,SHOnly,SH only,44,-4.275883660434167,-4.493040688169074,-4.0615742091465,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260838
Secondary validation,val,FullSphereLSD,dB,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,-2.7112808313070964,-2.837841253935473,-2.584194823515086,44,0,0,Bounded E25 minus baseline; lower is better,10000,20261830
Secondary validation,val,HFFirstDifferenceMAE,dB/bin,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,-0.1962265060706572,-0.20676761586219072,-0.18635119980370457,44,0,0,Bounded E25 minus baseline; lower is better,10000,20261831
Secondary validation,val,HFSecondDifferenceMAE,dB/bin^2,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,-0.08867532895369963,-0.09602505362338641,-0.08179986655542795,44,0,0,Bounded E25 minus baseline; lower is better,10000,20261832
Secondary validation,val,MultiScaleNotchDepthMAE,dB,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,-0.30067634176124225,-0.31624705098908057,-0.2853860335593874,44,0,0,Bounded E25 minus baseline; lower is better,10000,20261833
Secondary validation,val,ERBBandILDMean,dB,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,-1.3019968352534554,-1.3688767693936825,-1.2368239368227396,44,0,0,Bounded E25 minus baseline; lower is better,10000,20261834
Secondary validation,val,SpatialLSD_0_10deg,dB,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,-2.4956387505532565,-2.6241922482907745,-2.3661765396502896,44,0,0,Bounded E25 minus baseline; lower is better,10000,20261835
Secondary validation,val,SpatialLSD_10_20deg,dB,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,-2.700026387656656,-2.832095577221682,-2.570055866472748,44,0,0,Bounded E25 minus baseline; lower is better,10000,20261836
Secondary validation,val,SpatialLSD_20_30deg,dB,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,-2.861245789016849,-2.9914228649055423,-2.72802116482647,44,0,0,Bounded E25 minus baseline; lower is better,10000,20261837
Secondary validation,val,SpatialLSD_30_180deg,dB,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,-3.3680374909831277,-3.6589938779767603,-3.0808417230716265,44,0,0,Bounded E25 minus baseline; lower is better,10000,20261838
Secondary validation,val,FullSphereLSD,dB,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,-2.30528198897817,-2.4193626374318447,-2.191324621739376,44,0,0,Bounded E25 minus baseline; lower is better,10000,20262830
Secondary validation,val,HFFirstDifferenceMAE,dB/bin,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,-0.15663944591175427,-0.16475953810255636,-0.14894789398055186,44,0,0,Bounded E25 minus baseline; lower is better,10000,20262831
Secondary validation,val,HFSecondDifferenceMAE,dB/bin^2,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,-0.07585373317653482,-0.08136813261292197,-0.07067780631001701,44,0,0,Bounded E25 minus baseline; lower is better,10000,20262832
Secondary validation,val,MultiScaleNotchDepthMAE,dB,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,-0.2381925108757886,-0.2501956470649351,-0.22665996692058715,44,0,0,Bounded E25 minus baseline; lower is better,10000,20262833
Secondary validation,val,ERBBandILDMean,dB,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,-1.0216581089930101,-1.0729070975699209,-0.969499783962965,44,0,0,Bounded E25 minus baseline; lower is better,10000,20262834
Secondary validation,val,SpatialLSD_0_10deg,dB,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,-0.5606888431525751,-0.6214691703021923,-0.4991860703365595,44,0,0,Bounded E25 minus baseline; lower is better,10000,20262835
Secondary validation,val,SpatialLSD_10_20deg,dB,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,-2.4773210419135085,-2.6003202938667394,-2.352451836743809,44,0,0,Bounded E25 minus baseline; lower is better,10000,20262836
Secondary validation,val,SpatialLSD_20_30deg,dB,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,-3.1427772742627864,-3.2853681450439765,-2.9996697980621767,44,0,0,Bounded E25 minus baseline; lower is better,10000,20262837
Secondary validation,val,SpatialLSD_30_180deg,dB,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,-2.7149563737902245,-3.0986718655670247,-2.3336941401750213,44,0,0,Bounded E25 minus baseline; lower is better,10000,20262838
Secondary validation,val,FullSphereLSD,dB,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,-2.1446094656604915,-2.24876792027268,-2.0409157270520994,44,0,0,Bounded E25 minus baseline; lower is better,10000,20263830
Secondary validation,val,HFFirstDifferenceMAE,dB/bin,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,-0.15584646368568594,-0.16352371649647301,-0.14842759025367822,44,0,0,Bounded E25 minus baseline; lower is better,10000,20263831
Secondary validation,val,HFSecondDifferenceMAE,dB/bin^2,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,-0.07442144406112758,-0.07966423308138143,-0.06944806706160307,44,0,0,Bounded E25 minus baseline; lower is better,10000,20263832
Secondary validation,val,MultiScaleNotchDepthMAE,dB,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,-0.23829700323668393,-0.24943983968008648,-0.2271906333382834,44,0,0,Bounded E25 minus baseline; lower is better,10000,20263833
Secondary validation,val,ERBBandILDMean,dB,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,-1.0466632003133947,-1.095095439661633,-0.9950301569971172,44,0,0,Bounded E25 minus baseline; lower is better,10000,20263834
Secondary validation,val,SpatialLSD_0_10deg,dB,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,-0.5163253634852653,-0.5758007128088586,-0.4580109588213512,44,0,0,Bounded E25 minus baseline; lower is better,10000,20263835
Secondary validation,val,SpatialLSD_10_20deg,dB,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,-2.3524776809226755,-2.465496607291629,-2.2370757549806353,44,0,0,Bounded E25 minus baseline; lower is better,10000,20263836
Secondary validation,val,SpatialLSD_20_30deg,dB,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,-2.787220634283616,-2.9139409513417545,-2.662929327405667,44,0,0,Bounded E25 minus baseline; lower is better,10000,20263837
Secondary validation,val,SpatialLSD_30_180deg,dB,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,-2.378900551363549,-2.7157031765232804,-2.0399775842119308,44,0,0,Bounded E25 minus baseline; lower is better,10000,20263838
Secondary validation,val,FullSphereLSD,dB,BOUNDED,Bounded E25,MCA,MCA,44,-1.2103296913174302,-1.2663446051159133,-1.1539207203992088,44,0,0,Bounded E25 minus baseline; lower is better,10000,20264830
Secondary validation,val,HFFirstDifferenceMAE,dB/bin,BOUNDED,Bounded E25,MCA,MCA,44,-0.18343057889829983,-0.19361109794540837,-0.17348121380941436,44,0,0,Bounded E25 minus baseline; lower is better,10000,20264831
Secondary validation,val,HFSecondDifferenceMAE,dB/bin^2,BOUNDED,Bounded E25,MCA,MCA,44,-0.08878856897354126,-0.09610607578334483,-0.08200008954683488,44,0,0,Bounded E25 minus baseline; lower is better,10000,20264832
Secondary validation,val,MultiScaleNotchDepthMAE,dB,BOUNDED,Bounded E25,MCA,MCA,44,-0.2754815911704844,-0.2897490030493249,-0.2614687774499709,44,0,0,Bounded E25 minus baseline; lower is better,10000,20264833
Secondary validation,val,ERBBandILDMean,dB,BOUNDED,Bounded E25,MCA,MCA,44,-0.5036043389277025,-0.5421455937353047,-0.4627337096089667,44,0,0,Bounded E25 minus baseline; lower is better,10000,20264834
Secondary validation,val,SpatialLSD_0_10deg,dB,BOUNDED,Bounded E25,MCA,MCA,44,-1.0469847345811167,-1.0989276070924385,-0.9965469873415438,44,0,0,Bounded E25 minus baseline; lower is better,10000,20264835
Secondary validation,val,SpatialLSD_10_20deg,dB,BOUNDED,Bounded E25,MCA,MCA,44,-1.2038277966308144,-1.2622027702987642,-1.1433724085759636,44,0,0,Bounded E25 minus baseline; lower is better,10000,20264836
Secondary validation,val,SpatialLSD_20_30deg,dB,BOUNDED,Bounded E25,MCA,MCA,44,-1.3357770165470992,-1.3936758600752641,-1.2750822074802162,44,0,0,Bounded E25 minus baseline; lower is better,10000,20264837
Secondary validation,val,SpatialLSD_30_180deg,dB,BOUNDED,Bounded E25,MCA,MCA,44,-1.5188659812217997,-1.6352530614274292,-1.4005967634091863,44,0,0,Bounded E25 minus baseline; lower is better,10000,20264838
Secondary validation,val,FullSphereLSD,dB,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,-0.02231631799465791,-0.03721958657243174,-0.007283549174037313,31,0,13,Bounded E25 minus baseline; lower is better,10000,20265830
