subject_id,source_filename,sha256,metadata_eligible,exclusion_reason,split
nh25,hrtf b_nh25.sofa,6cf1400994beaf2d0b2bf21111cf9b733ef83b6e35b6313a298c0ad53582df13,true,,train
nh27,hrtf b_nh27.sofa,25be50239bc2a660a2aaaa9018c43b92afab9fb74d670d8aca2f98d6179a103d,true,,val
nh28,hrtf b_nh28.sofa,ee977037afaad2af52718682eb59a7fb3353c4accd9c6cd4c713eb43ee81dc38,true,,train
nh29,hrtf b_nh29.sofa,cea1f1284cf96fbc715ce1405f57dfb4008f87256c017a71d02ccb18c0fc8e83,true,,train
nh30,hrtf b_nh30.sofa,541cd6dfa156846be2325414a47912584471b999d90dd1369f13f9e665d23875,true,,train
nh31,hrtf b_nh31.sofa,06b2f25fb2f5b105f9e64104ee7165d32b67cafb07059551ff3854ecfa5f2414,true,,train
nh32,hrtf b_nh32.sofa,c40804334abc71bfaa94abc77ef37e9f6ea196e6421b5fbd9d5d6bcb5c9b151c,true,,train
nh33,hrtf b_nh33.sofa,eb4478d6c2052aa50f029bb1b485f33557da1fdd66aadab5e84daffa13819333,true,,train
nh34,hrtf b_nh34.sofa,7e5afe84f10815fd8a710944e1a401ed921a772b5efe7077067323727407cb50,true,,train
nh35,hrtf b_nh35.sofa,9370b61d254a32f496c5e12663cee118600f08a843387876634c1ff0eacedb85,true,,train
nh36,hrtf b_nh36.sofa,05f59bc8c6fb5fe353c09c28f9897183efc1772ea6192ad75d17e93afc996042,true,,train
nh38,hrtf b_nh38.sofa,92a4a29a2400dc0eb01a1f758af70afbc11488509e03a618883d705aad7a5d1d,true,,train
nh39,hrtf b_nh39.sofa,813777093a3fea7c1161b8185cf2086afccdb00bda3b6224107cb8f48d423236,true,,train
nh40,hrtf b_nh40.sofa,4280a6783420254de3ca66a83671ec289ea860993d705bda23015f8e1c99f4a7,true,,train
nh41,hrtf b_nh41.sofa,884a0038b87143b4a989898f217f6320c3266f4cb4d17e962b90461f2d7f947f,true,,test
nh42,hrtf b_nh42.sofa,a5c054be62461994a8b6908ad37178c9288fbaf3b573de9356ca5afa2c5eca6f,true,,train
nh43,hrtf b_nh43.sofa,0cd77d6177e45f3cd5b2eb7c077206aad5f2008c477ecf213dcce2e0e6ba00c8,true,,train
nh46,hrtf b_nh46.sofa,0d6ca6cd760932b0e1005a512147a92351559b6c5827e7a9a99147211b1f1ea3,true,,test
nh47,hrtf b_nh47.sofa,d2fd4f97c789e3959116cd9788fffb130d2d384e048dddeeb762bc11077c8512,true,,test
nh52,hrtf b_nh52.sofa,500db4527e54263d74d8ace9324a8ff6d68c43ad1aab7948a113bec87a523393,true,,train
nh53,hrtf b_nh53.sofa,e182370b8bfedd487df681455ac4f60295c91619541da48390bd3dcbbe073a00,true,,train
nh54,hrtf b_nh54.sofa,f52107b719db7b0bf03311ea7b90814f448648fcd03715b303d862691912976a,true,,train
nh55,hrtf b_nh55.sofa,521e5ca9347c96990db559f7555c635a7cd7934d360ad176d55b1d75b6e47188,true,,test
nh56,hrtf b_nh56.sofa,74fae402f7154048c558fc090400b56dce493282b21aaf87dd41681b2449e89b,true,,test
nh57,hrtf b_nh57.sofa,11ea0c8798d1626c0fac63aab0d603ede9d5c5d5c786ee7e49a8efce9a341493,true,,train
nh58,hrtf b_nh58.sofa,d3e695ff5bede58b42d5a26381fbf2a9d46bb532af0512c5f25378a80884e3a7,true,,train
nh59,hrtf b_nh59.sofa,d3d00d193d8b8184ab6760b03a7a9328e101715504d6b4a8a7a5cb34c6a7d3be,true,,val
nh60,hrtf b_nh60.sofa,784b80a480b0e6f086e481fd9ba6ccdbc4c6cf097ccf25c8955e0e8c709c65b4,true,,train
nh61,hrtf b_nh61.sofa,21ea35b5ad54d2155780299a7564ba7e87890084225fb9a4ef6da2f70c44da35,true,,test
nh62,hrtf b_nh62.sofa,b0e1869c9691a021499c4343ced8355d5ab98e37be8e4bd477edac9d84ca014f,true,,train
nh63,hrtf b_nh63.sofa,ccd6bc6e106ab629cc869d7a379dc6e5ef748e0d3193a4a6f0b36dac44c40ed6,true,,train
nh64,hrtf b_nh64.sofa,cd49ce61165c1c7489d868ecd3ddcbb1651313e54a7c45948affaea2a0ecb769,true,,train
nh65,hrtf b_nh65.sofa,63e5121237f5f3acb368f127707cc763298a71b570204dce19599088c7b36cae,true,,train
nh66,hrtf b_nh66.sofa,b44a21b6e1afc1e636d21c9f5818b5e6788a047ac77da67e8e9f858e42ed3b91,true,,train
nh68,hrtf b_nh68.sofa,fa57fcef7e540ce39f8f46f3402d109beb803704073df598da656d7a6259cf3a,true,,train
nh70,hrtf b_nh70.sofa,16dcf0162e3819cf311e76d284780c43189338601295b987571ac4fc4c2492df,true,,train
nh71,hrtf b_nh71.sofa,efecb108323f7c4e77efed788366d09b987a6821a845cca47b6241816d1da020,true,,train
nh72,hrtf b_nh72.sofa,5f9dece57ab81e7b7213e2786d6bc230a6002897a5fa4bc21e2593dc73d25a24,true,,train
nh74,hrtf b_nh74.sofa,fd57495d4a7fd209f4fa9a2c52970fff2978b06eebc1bddd208b472d05bc105b,true,,val
nh89,hrtf b_nh89.sofa,f69f9ee2949cbef37060f485708f9b5b9514289e9ee0fe58efb7313f38ec032e,true,,val
nh90,hrtf b_nh90.sofa,a75088252f5a27ecdf7a942520db13bc601150a1a70fff158f39c01d202b91fc,true,,train
nh91,hrtf b_nh91.sofa,99dea486ba4e983cc3e05287081b0e49e4e5b9d23d6d7da1407604ccb8a6271a,true,,train
nh92,hrtf b_nh92.sofa,13414cd120f8ddda184982dea3e2a3a05ad98106cffe2fbb89146970cf82dff8,true,,train
nh93,hrtf b_nh93.sofa,a058ef1b93fd0acb80f4daa285f446deb675b7d4051867b847a0873d682176a3,true,,train
nh94,hrtf b_nh94.sofa,7d9f13bb0d0e8064f64cb6868cb17236f4b795a6fd5ec0d58ae1814b335151bf,true,,train
nh95,hrtf b_nh95.sofa,85194ea1db2078e8342fd1409b1b107256056a0b54c1eaa74e5dead24879ea31,true,,train
nh96,hrtf b_nh96.sofa,c6979ce6e51faf6fd9c48ec714ba35be49ec8af7f3076e9b4616bc3f99bc051c,true,,train
nh102,hrtf b_nh102.sofa,216442000aa1d8ba8bf1d8a35e93d604a2badc463bad89d0bbc8d7f72ed5b49f,true,,val
nh103,hrtf b_nh103.sofa,821b1ee4e2183f1af0755e532af64ad1a03170b432ff6eaeccaae3d1be5aeafa,true,,train
nh104,hrtf b_nh104.sofa,5d9f69b3eb3e08691f84d37b4e038a10db72e508d3ab50bb6eadc9093f31a519,true,,train
nh110,hrtf b_nh110.sofa,33f172a69ad30b6b1d8b626d55f74a28f36d89dbf822d6157ccc244ff7352fee,true,,train
nh111,hrtf b_nh111.sofa,d818c690c4dd250a077ba865104dc48f59602d6fd4e6a6a3f299fad9f2516996,true,,train
nh115,hrtf b_nh115.sofa,bfe68a4a7cd34876a0e8a53eebfc0b3ddfae2822701118b0aba3225cdd0a5b5e,true,,train
nh120,hrtf b_nh120.sofa,2154aaa1ee7785f5464becedc0268587efeb4ee6272502f33c76d387e97e6285,true,,train
nh122,hrtf b_nh122.sofa,ade7114c199f94d68c371447111048a975e48d0a0d5d47840c7e5929e71bc552,true,,train
nh123,hrtf b_nh123.sofa,d1d8b908a5931ce657e8a75e790750ddc650919b8ff003d057608eb7bb6374a1,true,,train
nh128,hrtf b_nh128.sofa,0e27e1751f7bcf5077d2b9cb318714fb6844be226f6426efb5056665cc566223,true,,train
nh129,hrtf b_nh129.sofa,c643066fa8d4a4e77bf69edbe6c6a27e0b668485014191571e10073a776aecbc,true,,val
nh130,hrtf b_nh130.sofa,84b0a9a82c4d531d3e15ec59ad1121677aff22e94892e4d1131972dd7ecba938,true,,train
nh131,hrtf b_nh131.sofa,104f92988a76157a9396ff05edec286988cb2acd8f4cfdfebe153d47bfabb759,true,,train
nh132,hrtf b_nh132.sofa,231b02b4187b1e3e9e98adac3a2e9face2460bc5ab84a7319d9d89a156778e9d,true,,train
nh133,hrtf b_nh133.sofa,bccd17d0ab1aab22e8eb39972a304af43ba289521dfeb4d2ebecf51421bc8ee3,true,,train
nh134,hrtf b_nh134.sofa,cf8fe01e328d51e6dcef160b597bdb326a2a432e4c4c1f9eb3c2bcdadb61ca72,true,,train
nh135,hrtf b_nh135.sofa,da7f3a2b43c7467380b3722bb517f9a3097bb9bf03aad8f32ccf8c7a255e49bc,true,,train
nh136,hrtf b_nh136.sofa,9e5dee50e4f16a8a9a28a7ec0072ffd88b4db8502b740a78332897a56367ca93,true,,val
nh137,hrtf b_nh137.sofa,d5bf6b3376495cd2833f797c623bec824cd71e9897f688d55dcb43cb2403b978,true,,train
nh138,hrtf b_nh138.sofa,515d01ec9b178d63fb2624df9d079d2cd7856a44d516b0b90c1a84a1b34cb388,true,,train
nh139,hrtf b_nh139.sofa,735e1f6ccf44dfbb6832cf6de76d5eea9af4014f6e2b54af4189b1c43373bc8d,true,,val
nh140,hrtf b_nh140.sofa,b4e0858163860602b4f169db715cb76d1b3ddda0f563bf534436dadc01fe9620,true,,train
nh143,hrtf b_nh143.sofa,7b07ca869872236dc005505111b60e2e254c6733785fdd54c0a2384cf586ae58,true,,val
nh146,hrtf b_nh146.sofa,5485799f58c5e03089a5c8f096694cbb0724cce3164ee57d4b1911195b833236,true,,train
nh154,hrtf b_nh154.sofa,2966afe72ec3bb5d33258c61fcd33460fb6d4c4237de6eb8faafa8b2cfbbc544,true,,train
nh156,hrtf b_nh156.sofa,adaa9efb99ed56bfffc4e9c91b7d0da23a45e7eeaeabf740c4ed14f59d31de4f,true,,train
nh157,hrtf b_nh157.sofa,126cb50b033f002ca95f662ecff3d2e2e351726aeed68d4dc96a8af5e34f54cd,true,,val
nh158,hrtf b_nh158.sofa,54a106fc22a7b6e2e3a55b72a99bee51e135fe21da83ee7654a1dc1c49604a30,true,,train
nh159,hrtf b_nh159.sofa,dddce4f6800afcfb425c34ebaed5480ac4896a82108e677d34b269519912b908,true,,train
nh160,hrtf b_nh160.sofa,01804a576ea1f094550718584062f9e0ddfba534be534046e15ddc154b5bbfbb,true,,train
nh161,hrtf b_nh161.sofa,4911ace28f60e9b9757df6aa408685b1814a4c4f93a5ae6e2a1aed8f050879d2,true,,train
nh162,hrtf b_nh162.sofa,c49d6691f9117e092e2c1cb96678c13a279f1be92a5b5ab440a8e3a5fd8cd429,true,,train
nh163,hrtf b_nh163.sofa,dddef9ffc38be655bc59fea960ecbc87278964027a937b56613b249859797364,true,,test
nh164,hrtf b_nh164.sofa,1d4af7cae2299128679ecc2002a58f8cd70734bd4d71e9803ee237d374ca676e,true,,train
nh165,hrtf b_nh165.sofa,16d179285afab30cea09396a27eb1273c9b2d89d82cf577d7efb7aa4c166fae6,true,,test
nh166,hrtf b_nh166.sofa,ece059b4eba2bcf45d37b4a4979ddeb7f84df2be79daecb02f825d120d18b7d3,true,,test
nh167,hrtf b_nh167.sofa,71b161b500a60dfcf8d8195f8f7bae5804fe562dc748137e7ede17371a76008f,true,,train
nh168,hrtf b_nh168.sofa,d127ab102b7b0dacbe799432c14b38451dda2d4fa3f8c461922fbc142b366281,true,,train
nh170,hrtf b_nh170.sofa,42a0f4bea13ba356f8978e77b7617924be25caa687aaf6e4c678a110587e4942,true,,val
nh173,hrtf b_nh173.sofa,90e070360c7a57bd9b2432545bd0d41dbe8efed9f6dac09ed5b925ae2af0f9b8,true,,train
nh174,hrtf b_nh174.sofa,990672ab28fd6b8e62b58fd96e775393760373df7108bda160787d998326bf8b,true,,train
nh206,hrtf b_nh206.sofa,7431a60e380735303af1e991bf5d0a2965c03bb661b621659ac97dc3fe2d598f,true,,train
nh207,hrtf b_nh207.sofa,ddfdf3f602e8732de035131022d0a354d8e2f49de6ccb96be0dec749fba0f84d,true,,train
nh209,hrtf b_nh209.sofa,ba6ea558a48c3de718415ee7e001cd7f3287d5fbf3934f0c9f66fd423f2b5e61,true,,test
nh210,hrtf b_nh210.sofa,4ca71d7069a1e51564883b42065757297f304d43f56190ae17bfe1ce18540ce6,true,,train
nh211,hrtf b_nh211.sofa,3b751b5af7ab79caca1bc3eac3bc8539d44b250ec7973a108a659f79d5a89f75,true,,train
nh225,hrtf b_nh225.sofa,1bc0a08162d2337ef77c9650542433630ab0509c1c9c0f259066bcaddef06bec,true,,train
nh226,hrtf b_nh226.sofa,0fda3364f59ad8c861f05365734d56194cd96996e8aead9b07626bba5b0f2609,true,,test
nh227,hrtf b_nh227.sofa,e70ff2616fce50b8fe93b04502ea3506d97be53fda692cad14ce36cdb0abbdee,true,,val
nh228,hrtf b_nh228.sofa,c7018ec06074b4ed91340335c7d920c0c13bd96dba5840883b3ee325305a616b,true,,train
nh229,hrtf b_nh229.sofa,7cdb3aa695ccbba31609ad4e227a538edf687bb47210d82eb5994349a69f198c,true,,train
nh230,hrtf b_nh230.sofa,ca3b57fe6e6071aa1e3e74f33a928ec42b2de04117523ce0040f3b770a0e3533,true,,val
nh231,hrtf b_nh231.sofa,483b4d9659107c239d35d406efdf78ce398fac2ebc713f6a472eccec53358244,true,,train
nh232,hrtf b_nh232.sofa,ff9070416279b88cf4bc705a93016f083ab139998a27505a2ea4b1de1f57934e,true,,train
nh233,hrtf b_nh233.sofa,9e9f12a5fd5967d899509099d9369168756a6a216aaebe7e7cba88f86d523d53,true,,test
nh234,hrtf b_nh234.sofa,43e08cfd80d57db93b4ab1d52b4213318e29b23e79584fe6270a6b6e60e6f4a8,true,,train
nh235,hrtf b_nh235.sofa,9f0e4f90077456afb46ee385ebef7d43be0a4c8ada45b6e9ebd3dc1b9d502739,true,,train
nh236,hrtf b_nh236.sofa,f1fe48b88130227752f77b6869845d3a722ac092b21405d4e6611efd2cc5517a,true,,train
nh240,hrtf b_nh240.sofa,de073943d004240bcd44c4f74e488b13cba950ab4bbe0cbcbba41c503a1cc8c4,true,,val
nh241,hrtf b_nh241.sofa,2d703ee3801640a48e648aec829bb09351b72b71a3948543ee5f8b80a54f5474,true,,train
nh242,hrtf b_nh242.sofa,eea8affdfd97c6c78c033c234ad9f9e9949b0a69a43b9497a08edd76f5ed0463,true,,train
nh246,hrtf b_nh246.sofa,5bc0b8750f2712cde512702cfe035a1c24daa3bf671ed5186fc835e036cd51a1,true,,test
nh249,hrtf b_nh249.sofa,cb00dd57fa7bff2773681c78224fa6bd9ccfb6714d6f12d72a629303434bda82,true,,train
nh251,hrtf b_nh251.sofa,0ee6d760d68c81655bc9ec8fe5505987ff6376b969e3710e982727e0186cb4b0,true,,test
nh252,hrtf b_nh252.sofa,6ab170960e521b44683923204c6ba895e200086f6d67c6f8131ad19c300b6bec,true,,test
nh253,hrtf b_nh253.sofa,4e25da5b361903a3b8d90b15de648ecf82ab089f71ff70251acd425892877780,true,,train
nh257,hrtf b_nh257.sofa,0d92e2879711543f581b552756fe71d7f150724f5074a0f892f8a2383c15bdea,true,,train
nh258,hrtf b_nh258.sofa,7a075532e1cf29706029cc0f3d06098ee485447ac95b8fa2d418d3c29c66df0a,true,,train
nh259,hrtf b_nh259.sofa,93573422803d09d865e37efae1570f24bb97dfcbf3d326c19a155d3419b90b1e,true,,train
nh677,hrtf b_nh677.sofa,78010d8503a3b405a7a913e13cc3439ccc9c284fca4da985b65085cf01b794a3,true,,val
nh690,hrtf b_nh690.sofa,d2091700ef7c2a0769f24c2b058e28b5a19b392b411c1eb8531d193fd2f709d7,true,,train
nh708,hrtf b_nh708.sofa,ce1cf36a4596b612f59950a4e516680ced2adef68f389f9f6cbd94998616f743,true,,train
nh709,hrtf b_nh709.sofa,64f02adfd5c96fee6e19082a1c478d33b5c9877d5512bbade3f59d9fa184db50,true,,test
nh710,hrtf b_nh710.sofa,641aaaaef7c8efb466fbfb9ce35bb6901d4c656cfc8057abb405cb2f937d111a,true,,test
nh711,hrtf b_nh711.sofa,6954060dd9aa3ec190f30afc3997add3ed8cdbd2d963d0ec4c079c7634033777,true,,train
nh719,hrtf b_nh719.sofa,90b94d12d94f7888d66c709aee8083b8a144476a170cd429f28a08818c513355,true,,train
nh720,hrtf b_nh720.sofa,556032082c8f226c19bf47666ca0a3f6ba925784d2f416870f210770c3100738,true,,train
nh724,hrtf b_nh724.sofa,22b910b2bde6e155d2ead13e735be18f843441ae7c02bace10250b5c5765d390,true,,train
nh740,hrtf b_nh740.sofa,c6bc0f76dae8c9e81fe244d3945dcff498354c82b30fbda2290da2791a1c4169,true,,train
nh741,hrtf b_nh741.sofa,7aad1263751c8600c64b3eb41b5c23c4bd19a0f75e40e076b559b67d34963171,true,,train
nh742,hrtf b_nh742.sofa,dd927b2d880d593fd8e1044fb56b3e2df6493db4df2f8f3866879c2615d7df54,true,,train
nh768,hrtf b_nh768.sofa,dbbab05a67c28f127f160e04577b1113dde7c6f1b6a71db1ce4e3d232cd8961d,true,,train
nh769,hrtf b_nh769.sofa,d0c08a5b2c44ea07d4d32ff12b1a918c3b261564c79814ecd24c47420796b111,true,,train
nh770,hrtf b_nh770.sofa,476c0cd0bee5e62fd8495bcc206458561b9b3e77d858499c41c9fc04af2a5682,true,,test
nh771,hrtf b_nh771.sofa,e634ac7561eed25d99a59367c2de03899bd297e8989a4a68c689e17192be55e4,true,,val
nh772,hrtf b_nh772.sofa,78cf6b8b82ba60c8667b383a59e10431f99a2ff7a60f6aabd51d3b411df9506a,true,,val
nh777,hrtf b_nh777.sofa,acb40c590eb51d01b3c76e85f665464768c860b3c025bd922bc1dc1f2cea1d7a,true,,train
nh778,hrtf b_nh778.sofa,a9d9867662c25d1cabeee6f078cc1cc434953991a5709405f54210eec13af4d0,true,,train
nh779,hrtf b_nh779.sofa,58248d40abed89457c7e1a4adaff0aad9fba125d310e6afaaa193d8f374d8e7c,true,,train
nh780,hrtf b_nh780.sofa,2f1f6a2535a45d41601e34e1304e20bc3207cd96bfb823d4774f19383c25802a,true,,test
nh781,hrtf b_nh781.sofa,be85b05c083dcb132c561073dfb9c0a966a8e5c5f66101517a8ae240132a6f32,true,,train
nh783,hrtf b_nh783.sofa,b430d560690a96c288a43e04bf358265c02dad27081c3cd209136e91da4fb4db,true,,train
nh784,hrtf b_nh784.sofa,56a95664449bb3f001474495989261fd9e2218bfa73dbebd4f57d603d4d12480,true,,train
nh785,hrtf b_nh785.sofa,44a93d4110327f55ee1340e7d4296a68fc9787784186ffaaa4671e8c4c29b26c,true,,train
nh786,hrtf b_nh786.sofa,876e7f75f552946e909717fb7d7efffbe854a3a742377bb4f5949d92f1e9daec,true,,train
nh787,hrtf b_nh787.sofa,7f6834e36e3b6238ccaaf8e8bb945c61d8160fb2829ad3a4c3e48fd4fb1a4733,true,,train
nh788,hrtf b_nh788.sofa,ed1cd795a49f633f7598fd401fec102cfb247191a19de7ba6f50ac5452b44649,true,,val
nh789,hrtf b_nh789.sofa,2a56c27b31bf72eb8954010eb9f4302bfc900b428eb479ae6f2e588111554ece,true,,train
nh790,hrtf b_nh790.sofa,6b6cbe5e274084b00cae4a117a9059367d4093a8840d4f4f101483b2b136885b,true,,train
nh791,hrtf b_nh791.sofa,a8a6a8c9dbe5b4f0b5096befc70a90c24531b1fe0337237e2c654b91c37bb043,true,,test
nh792,hrtf b_nh792.sofa,61e0cf42f493feaa729f10e6db9da30a29b31fb9569d174835f8ed83774799be,true,,val
nh793,hrtf b_nh793.sofa,5843e543f0c1458ad2562499ef13afbcfe5f50df8487961f2a9832621d09f7c8,true,,train
nh794,hrtf b_nh794.sofa,ed98500a63d568a28b26fa58ea673aceaa0ebad4dcd04f10e1efcdf872d44a45,true,,train
nh795,hrtf b_nh795.sofa,70d38eee4b4cca7c66f2be37f35282b2e7a2d64ec163a1e8faf848f8ec006e05,true,,train
nh796,hrtf b_nh796.sofa,b06e1477a6da122b7dbeefdcffa9bd9e02621899e73782fea6f5c49c4f99e5a2,true,,val
nh805,hrtf b_nh805.sofa,52584e397d8d03ddc0519153fd83541480bcfd3eaf1b5e93b6c735038da7e3cf,true,,train
nh821,hrtf b_nh821.sofa,7f3129b0e3d0d766f0c9df500e6d6319c0a3eef8e4afe233a31d1c2338a21af4,true,,train
nh822,hrtf b_nh822.sofa,edd87b6f6c9cf778a9e20dfad2803f8f154e8f8eeee555017171f35502292949,true,,train
nh825,hrtf b_nh825.sofa,73ee8fb8879419fec148d7f23ad6bfa10c8d63478de713bf58cef95aaee82fb2,true,,train
nh826,hrtf b_nh826.sofa,43ac82050662a0f77a8721013dcce722c952f83484ab0c736887ac514ffb1cc9,false,unexpected SOFA dimensions,excluded
nh827,hrtf b_nh827.sofa,70a3441745c233bc3111a7ca071436e8e7a5e3b0724cd272c685b644c2f9dcca,true,,val
nh828,hrtf b_nh828.sofa,76d0cf4d24717b224adfb9a034f3a354d5ce6b765bce1e2a0fc606bcddeaf083,true,,train
nh829,hrtf b_nh829.sofa,cc20990ab256ae66ce27489bf270544cca49f31aa1c9b213e67c1d9e051c315c,true,,train
nh830,hrtf b_nh830.sofa,68963bb84eb480be96e8f8c192a6a46c20d2cb302bdf31b4b6486258dd31e6d3,true,,train
